No Health Insurance-Percent; NaturalBreaks
Data downloaded on 20-August-2025
County_FIPS,County,State,Newly Diagnosed Diabetes-2019-Rate per 1000,No Health Insurance-2017-2021-Percentage
37125,Moore County,North Carolina,5.5,11.7
37015,Bertie County,North Carolina,19,11.7
37097,Iredell County,North Carolina,12.7,11.7
29071,Franklin County,Missouri,6.7,11.7
01087,Macon County,Alabama,16.4,11.7
20207,Woodson County,Kansas,12.2,11.7
05013,Calhoun County,Arkansas,11.9,11.7
01131,Wilcox County,Alabama,11,11.7
01081,Lee County,Alabama,10.7,11.7
47105,Loudon County,Tennessee,8.6,11.8
49025,Kane County,Utah,8.5,11.8
49009,Daggett County,Utah,5.4,11.8
45055,Kershaw County,South Carolina,13.9,11.8
47065,Hamilton County,Tennessee,10.5,11.8
37081,Guilford County,North Carolina,9.3,11.8
46077,Kingsbury County,South Dakota,7.9,11.8
29177,Ray County,Missouri,8.7,11.8
28045,Hancock County,Mississippi,5.8,11.8
20153,Rawlins County,Kansas,4.2,11.8
37115,Madison County,North Carolina,6.9,11.8
35006,Cibola County,New Mexico,9.8,11.8
29077,Greene County,Missouri,9.1,11.8
13053,Chattahoochee County,Georgia,8.6,11.8
05057,Hempstead County,Arkansas,12.2,11.8
01129,Washington County,Alabama,14.9,11.8
01051,Elmore County,Alabama,14.5,11.8
05111,Poinsett County,Arkansas,16,11.8
47179,Washington County,Tennessee,11.3,11.9
47053,Gibson County,Tennessee,18.4,11.9
51131,Northampton County,Virginia,17.2,11.9
45061,Lee County,South Carolina,12.5,11.9
35015,Eddy County,New Mexico,10.2,11.9
47023,Chester County,Tennessee,5.2,11.9
45057,Lancaster County,South Carolina,9.2,11.9
46097,Miner County,South Dakota,6.4,11.9
39031,Coshocton County,Ohio,8.2,11.9
46061,Hanson County,South Dakota,5.9,11.9
47069,Hardeman County,Tennessee,24.9,11.9
37091,Hertford County,North Carolina,21.4,11.9
20151,Pratt County,Kansas,5,11.9
38045,Lamoure County,North Dakota,5.2,11.9
01013,Butler County,Alabama,14.9,11.9
13151,Henry County,Georgia,11.8,11.9
18111,Newton County,Indiana,18.9,11.9
13077,Coweta County,Georgia,10.5,11.9
16087,Washington County,Idaho,9.2,11.9
04003,Cochise County,Arizona,6.3,11.9
12113,Santa Rosa County,Florida,8.7,11.9
16075,Payette County,Idaho,9.4,11.9
05037,Cross County,Arkansas,14.3,11.9
08029,Delta County,Colorado,6.9,11.9
16011,Bingham County,Idaho,10.4,11.9
01075,Lamar County,Alabama,20.2,11.9
16039,Elmore County,Idaho,9.6,11.9
45003,Aiken County,South Carolina,9.1,12
45023,Chester County,South Carolina,15.6,12
46067,Hutchinson County,South Dakota,3.5,12
47097,Lauderdale County,Tennessee,19.1,12
47117,Marshall County,Tennessee,11.9,12
38105,Williams County,North Dakota,7.3,12
53007,Chelan County,Washington,7.4,12
32017,Lincoln County,Nevada,11.9,12
32031,Washoe County,Nevada,6.2,12
30101,Toole County,Montana,5.5,12
20013,Brown County,Kansas,9.4,12
30041,Hill County,Montana,8.1,12
20195,Trego County,Kansas,14.9,12
01107,Pickens County,Alabama,13.6,12
08007,Archuleta County,Colorado,4.5,12
01109,Pike County,Alabama,16.3,12
01067,Henry County,Alabama,9.4,12
05061,Howard County,Arkansas,9.7,12
01119,Sumter County,Alabama,11,12
06053,Monterey County,California,7.7,12
45065,Mccormick County,South Carolina,12.3,12.1
46091,Marshall County,South Dakota,10.3,12.1
47001,Anderson County,Tennessee,11.2,12.1
49041,Sevier County,Utah,7.6,12.1
48121,Denton County,Texas,7.1,12.1
37077,Granville County,North Carolina,6.7,12.1
47183,Weakley County,Tennessee,9.1,12.1
37187,Washington County,North Carolina,10.5,12.1
29081,Harrison County,Missouri,11.4,12.1
35055,Taos County,New Mexico,4.5,12.1
29107,Lafayette County,Missouri,8,12.1
20127,Morris County,Kansas,9.7,12.1
20039,Decatur County,Kansas,5.6,12.1
01057,Fayette County,Alabama,5.8,12.1
16037,Custer County,Idaho,6.1,12.1
13177,Lee County,Georgia,11,12.1
18023,Clinton County,Indiana,12.2,12.1
08113,San Miguel County,Colorado,5.9,12.1
16003,Adams County,Idaho,8.3,12.1
20107,Linn County,Kansas,14.5,12.1
28121,Rankin County,Mississippi,10,12.1
01043,Cullman County,Alabama,8.5,12.1
45045,Greenville County,South Carolina,8.2,12.2
47141,Putnam County,Tennessee,9.2,12.2
29113,Lincoln County,Missouri,6.8,12.2
38099,Walsh County,North Dakota,5.6,12.2
37109,Lincoln County,North Carolina,9.2,12.2
37145,Person County,North Carolina,9.4,12.2
41049,Morrow County,Oregon,6.9,12.2
46025,Clark County,South Dakota,11.1,12.2
34031,Passaic County,New Jersey,No Data,12.2
37019,Brunswick County,North Carolina,9.7,12.2
20089,Jewell County,Kansas,6.6,12.2
01101,Montgomery County,Alabama,14.8,12.2
29117,Livingston County,Missouri,12.7,12.2
35053,Socorro County,New Mexico,6.4,12.2
01011,Bullock County,Alabama,33.4,12.2
04019,Pima County,Arizona,4.6,12.2
30073,Pondera County,Montana,10.7,12.2
08117,Summit County,Colorado,3.3,12.2
18121,Parke County,Indiana,13.6,12.2
51660,Harrisonburg City,Virginia,8,12.3
47171,Unicoi County,Tennessee,8.1,12.3
47051,Franklin County,Tennessee,9.5,12.3
46115,Spink County,South Dakota,6.6,12.3
46009,Bon Homme County,South Dakota,13.2,12.3
47099,Lawrence County,Tennessee,10,12.3
29157,Perry County,Missouri,7.2,12.3
46103,Pennington County,South Dakota,6.8,12.3
46049,Faulk County,South Dakota,5.2,12.3
37055,Dare County,North Carolina,6.3,12.3
37059,Davie County,North Carolina,7.9,12.3
37029,Camden County,North Carolina,9.7,12.3
01025,Clarke County,Alabama,13.3,12.3
05051,Garland County,Arkansas,10.7,12.3
05123,St. Francis County,Arkansas,13.3,12.3
01029,Cleburne County,Alabama,5.1,12.3
53021,Franklin County,Washington,8.2,12.4
45083,Spartanburg County,South Carolina,10.7,12.4
47121,Meigs County,Tennessee,10.5,12.4
47025,Claiborne County,Tennessee,13.4,12.4
45087,Union County,South Carolina,11.4,12.4
46081,Lawrence County,South Dakota,4.7,12.4
45017,Calhoun County,South Carolina,9.3,12.4
41027,Hood River County,Oregon,5,12.4
37071,Gaston County,North Carolina,8.3,12.4
29089,Howard County,Missouri,5.6,12.4
37053,Currituck County,North Carolina,5.6,12.4
30099,Teton County,Montana,5.3,12.4
01099,Monroe County,Alabama,9.7,12.4
12001,Alachua County,Florida,8.7,12.4
01127,Walker County,Alabama,8.8,12.4
12119,Sumter County,Florida,8.1,12.4
12117,Seminole County,Florida,8.3,12.4
16027,Canyon County,Idaho,10.9,12.4
01065,Hale County,Alabama,20,12.4
02090,Fairbanks North Star Borough,Alaska,7.3,12.4
01069,Houston County,Alabama,11.8,12.4
38023,Divide County,North Dakota,5.9,12.5
46051,Grant County,South Dakota,6,12.5
38041,Hettinger County,North Dakota,9.9,12.5
45005,Allendale County,South Carolina,21.6,12.5
47123,Monroe County,Tennessee,12.7,12.5
47159,Smith County,Tennessee,6.8,12.5
38085,Sioux County,North Dakota,21.9,12.5
38083,Sheridan County,North Dakota,8.5,12.5
29087,Holt County,Missouri,9.7,12.5
37143,Perquimans County,North Carolina,7.7,12.5
31029,Chase County,Nebraska,9.9,12.5
37063,Durham County,North Carolina,8,12.5
20173,Sedgwick County,Kansas,9.5,12.5
20109,Logan County,Kansas,11,12.5
19051,Davis County,Iowa,10,12.5
01105,Perry County,Alabama,20.5,12.5
05033,Crawford County,Arkansas,9.4,12.5
05141,Van Buren County,Arkansas,12.9,12.5
01031,Coffee County,Alabama,10.5,12.5
47015,Cannon County,Tennessee,7.9,12.6
45089,Williamsburg County,South Carolina,17.9,12.6
37085,Harnett County,North Carolina,14,12.6
45031,Darlington County,South Carolina,13.8,12.6
35061,Valencia County,New Mexico,6.4,12.6
37147,Pitt County,North Carolina,10.7,12.6
37037,Chatham County,North Carolina,6.5,12.6
47031,Coffee County,Tennessee,11.5,12.6
30037,Golden Valley County,Montana,8.3,12.6
37189,Watauga County,North Carolina,6.9,12.6
31161,Sheridan County,Nebraska,9,12.6
31151,Saline County,Nebraska,8.6,12.6
29105,Laclede County,Missouri,5.7,12.6
37021,Buncombe County,North Carolina,6.1,12.6
30065,Musselshell County,Montana,5.4,12.6
37041,Chowan County,North Carolina,14.9,12.6
01017,Chambers County,Alabama,14.8,12.6
30081,Ravalli County,Montana,5,12.6
35049,Santa Fe County,New Mexico,3.2,12.6
05115,Pope County,Arkansas,14.1,12.6
29510,St. Louis City,Missouri,11.5,12.6
16085,Valley County,Idaho,3,12.6
13057,Cherokee County,Georgia,8.3,12.6
08115,Sedgwick County,Colorado,5.7,12.6
01111,Randolph County,Alabama,12.7,12.6
08009,Baca County,Colorado,7.8,12.6
16009,Benewah County,Idaho,8.8,12.6
48033,Borden County,Texas,5.4,12.7
53017,Douglas County,Washington,7,12.7
38025,Dunn County,North Dakota,11.8,12.7
37031,Carteret County,North Carolina,11.6,12.7
46047,Fall River County,South Dakota,10.6,12.7
29187,St. Francois County,Missouri,8.1,12.7
29115,Linn County,Missouri,7.5,12.7
31079,Hall County,Nebraska,8.3,12.7
31105,Kimball County,Nebraska,10.9,12.7
37119,Mecklenburg County,North Carolina,7.5,12.7
40017,Canadian County,Oklahoma,10,12.7
13153,Houston County,Georgia,15.4,12.7
32019,Lyon County,Nevada,8.4,12.7
29171,Putnam County,Missouri,6,12.7
12129,Wakulla County,Florida,9.2,12.7
01023,Choctaw County,Alabama,13.4,12.7
18113,Noble County,Indiana,7,12.7
29123,Madison County,Missouri,6.3,12.7
05087,Madison County,Arkansas,6.1,12.7
04013,Maricopa County,Arizona,5.5,12.7
01077,Lauderdale County,Alabama,9.2,12.7
01005,Barbour County,Alabama,8.4,12.7
47103,Lincoln County,Tennessee,7,12.8
47133,Overton County,Tennessee,8.6,12.8
47111,Macon County,Tennessee,17,12.8
47129,Morgan County,Tennessee,7.2,12.8
48397,Rockwall County,Texas,8.7,12.8
37169,Stokes County,North Carolina,11.2,12.8
37083,Halifax County,North Carolina,15.3,12.8
32001,Churchill County,Nevada,18.7,12.8
31057,Dundy County,Nebraska,11.9,12.8
29041,Chariton County,Missouri,9.6,12.8
20007,Barber County,Kansas,7.2,12.8
30025,Fallon County,Montana,4.4,12.8
01009,Blount County,Alabama,8.3,12.8
29195,Saline County,Missouri,10.1,12.8
05143,Washington County,Arkansas,8.8,12.8
51640,Galax City,Virginia,7.1,12.9
47157,Shelby County,Tennessee,12,12.9
46087,Mccook County,South Dakota,9,12.9
47075,Haywood County,Tennessee,20.6,12.9
45049,Hampton County,South Carolina,11.6,12.9
47107,Mcminn County,Tennessee,14.1,12.9
47109,Mcnairy County,Tennessee,10.2,12.9
37067,Forsyth County,North Carolina,9.2,12.9
37003,Alexander County,North Carolina,8.7,12.9
29021,Buchanan County,Missouri,10.2,12.9
46129,Walworth County,South Dakota,9.1,12.9
40027,Cleveland County,Oklahoma,8.6,12.9
32015,Lander County,Nevada,13.6,12.9
37101,Johnston County,North Carolina,13.6,12.9
29227,Worth County,Missouri,3.2,12.9
16061,Lewis County,Idaho,12.6,12.9
18099,Marshall County,Indiana,6.8,12.9
16021,Boundary County,Idaho,5.6,12.9
30071,Phillips County,Montana,5.9,12.9
13029,Bryan County,Georgia,8.8,12.9
45067,Marion County,South Carolina,10.4,12.9
56029,Park County,Wyoming,4.6,13
56021,Laramie County,Wyoming,7.2,13
49001,Beaver County,Utah,4.3,13
45033,Dillon County,South Carolina,9.7,13
47079,Henry County,Tennessee,12.1,13
46063,Harding County,South Dakota,4.5,13
49053,Washington County,Utah,5.9,13
45077,Pickens County,South Carolina,8,13
45075,Orangeburg County,South Carolina,14.2,13
47181,Wayne County,Tennessee,8,13
47029,Cocke County,Tennessee,15.2,13
30061,Mineral County,Montana,4.6,13
27105,Nobles County,Minnesota,8.7,13
29197,Schuyler County,Missouri,7.4,13
01019,Cherokee County,Alabama,10.4,13
37007,Anson County,North Carolina,14.8,13
12003,Baker County,Florida,12.1,13
18001,Adams County,Indiana,7.8,13
16045,Gem County,Idaho,8.5,13
05137,Stone County,Arkansas,6.8,13
56001,Albany County,Wyoming,5.8,13.1
47021,Cheatham County,Tennessee,12.4,13.1
38011,Bowman County,North Dakota,3.1,13.1
37069,Franklin County,North Carolina,15.4,13.1
38053,Mckenzie County,North Dakota,5.6,13.1
37153,Richmond County,North Carolina,12.2,13.1
37149,Polk County,North Carolina,12.5,13.1
35039,Rio Arriba County,New Mexico,8.9,13.1
28161,Yalobusha County,Mississippi,16.6,13.1
29033,Carroll County,Missouri,8.3,13.1
35059,Union County,New Mexico,6.3,13.1
32029,Storey County,Nevada,9.3,13.1
32023,Nye County,Nevada,9.7,13.1
20065,Graham County,Kansas,4.2,13.1
08083,Montezuma County,Colorado,6.7,13.1
01123,Tallapoosa County,Alabama,13.7,13.1
16043,Fremont County,Idaho,8.4,13.1
01055,Etowah County,Alabama,14,13.1
45001,Abbeville County,South Carolina,11.3,13.2
46027,Clay County,South Dakota,10.2,13.2
49031,Piute County,Utah,8.6,13.2
47139,Polk County,Tennessee,16,13.2
28041,Greene County,Mississippi,19.5,13.2
35009,Curry County,New Mexico,8.8,13.2
45007,Anderson County,South Carolina,10.3,13.2
47081,Hickman County,Tennessee,12.6,13.2
29163,Pike County,Missouri,10.8,13.2
47039,Decatur County,Tennessee,8.6,13.2
35057,Torrance County,New Mexico,9.3,13.2
13103,Effingham County,Georgia,13.4,13.2
28061,Jasper County,Mississippi,10.5,13.2
01015,Calhoun County,Alabama,14.5,13.2
32510,Carson City,Nevada,7.8,13.2
04021,Pinal County,Arizona,8,13.2
05131,Sebastian County,Arkansas,11.9,13.2
01039,Covington County,Alabama,16.5,13.2
13169,Jones County,Georgia,14.8,13.2
01027,Clay County,Alabama,9.7,13.2
05109,Pike County,Arkansas,10.7,13.2
08001,Adams County,Colorado,6.9,13.2
45021,Cherokee County,South Carolina,7.5,13.3
47011,Bradley County,Tennessee,12.9,13.3
48491,Williamson County,Texas,7.3,13.3
47143,Rhea County,Tennessee,10.3,13.3
29167,Polk County,Missouri,7.6,13.3
37165,Scotland County,North Carolina,18.2,13.3
37141,Pender County,North Carolina,9.9,13.3
30057,Madison County,Montana,4.8,13.3
29095,Jackson County,Missouri,8.3,13.3
20111,Lyon County,Kansas,7.5,13.3
20009,Barton County,Kansas,11.5,13.3
05073,Lafayette County,Arkansas,7.2,13.3
29007,Audrain County,Missouri,9.2,13.3
02185,North Slope Borough,Alaska,10.8,13.3
13067,Cobb County,Georgia,6.8,13.3
18039,Elkhart County,Indiana,6.5,13.3
20049,Elk County,Kansas,9.8,13.3
47161,Stewart County,Tennessee,5.3,13.4
51001,Accomack County,Virginia,10,13.4
45069,Marlboro County,South Carolina,17.6,13.4
37087,Haywood County,North Carolina,14,13.4
47131,Obion County,Tennessee,11,13.4
47151,Scott County,Tennessee,17.9,13.4
46101,Moody County,South Dakota,6,13.4
47035,Cumberland County,Tennessee,9.8,13.4
37045,Cleveland County,North Carolina,17.5,13.4
30053,Lincoln County,Montana,6.9,13.4
30033,Garfield County,Montana,8.8,13.4
28075,Lauderdale County,Mississippi,11.8,13.4
08003,Alamosa County,Colorado,6.9,13.4
08085,Montrose County,Colorado,6.6,13.4
01093,Marion County,Alabama,9.4,13.4
01097,Mobile County,Alabama,10.7,13.4
30103,Treasure County,Montana,10.3,13.4
16083,Twin Falls County,Idaho,10.2,13.4
13047,Catoosa County,Georgia,10.1,13.4
12035,Flagler County,Florida,7.6,13.4
05071,Johnson County,Arkansas,9.6,13.4
47049,Fentress County,Tennessee,12.2,13.5
47019,Carter County,Tennessee,13.3,13.5
45011,Barnwell County,South Carolina,13.1,13.5
47091,Johnson County,Tennessee,4.3,13.5
37035,Catawba County,North Carolina,9.6,13.5
31043,Dakota County,Nebraska,11.8,13.5
37057,Davidson County,North Carolina,9.3,13.5
46057,Hamlin County,South Dakota,10.4,13.5
37117,Martin County,North Carolina,14.7,13.5
29073,Gasconade County,Missouri,6.3,13.5
20201,Washington County,Kansas,5.4,13.5
02068,Denali Borough,Alaska,6,13.5
04009,Graham County,Arizona,8.2,13.5
01053,Escambia County,Alabama,17.6,13.5
08063,Kit Carson County,Colorado,4.6,13.5
47013,Campbell County,Tennessee,9.4,13.6
46003,Aurora County,South Dakota,13.5,13.6
47153,Sequatchie County,Tennessee,8.9,13.6
47077,Henderson County,Tennessee,13.9,13.6
46019,Butte County,South Dakota,4.6,13.6
37033,Caswell County,North Carolina,7.1,13.6
45043,Georgetown County,South Carolina,13,13.6
37167,Stanly County,North Carolina,14.5,13.6
35027,Lincoln County,New Mexico,4.1,13.6
29083,Henry County,Missouri,12.2,13.6
29201,Scott County,Missouri,11.1,13.6
28149,Warren County,Mississippi,13.4,13.6
28059,Jackson County,Mississippi,9.3,13.6
13179,Liberty County,Georgia,15,13.6
29121,Macon County,Missouri,7.9,13.6
12031,Duval County,Florida,12.2,13.6
12009,Brevard County,Florida,8.7,13.6
08023,Costilla County,Colorado,7.6,13.6
01041,Crenshaw County,Alabama,18.4,13.6
46043,Douglas County,South Dakota,6.2,13.7
37175,Transylvania County,North Carolina,8.6,13.7
37089,Henderson County,North Carolina,7.3,13.7
48157,Fort Bend County,Texas,11.5,13.7
37121,Mitchell County,North Carolina,7.4,13.7
31047,Dawson County,Nebraska,8.7,13.7
47085,Humphreys County,Tennessee,7.5,13.7
29001,Adair County,Missouri,6.1,13.7
13207,Monroe County,Georgia,9,13.7
13039,Camden County,Georgia,10.1,13.7
20101,Lane County,Kansas,7.5,13.7
20097,Kiowa County,Kansas,11.9,13.7
37009,Ashe County,North Carolina,13.8,13.7
13215,Muscogee County,Georgia,12.2,13.7
01133,Winston County,Alabama,9.4,13.7
01061,Geneva County,Alabama,12.8,13.7
12057,Hillsborough County,Florida,8.4,13.7
53025,Grant County,Washington,9.5,13.8
45037,Edgefield County,South Carolina,10.3,13.8
45047,Greenwood County,South Carolina,11.4,13.8
46033,Custer County,South Dakota,8.4,13.8
47185,White County,Tennessee,6.7,13.8
37027,Caldwell County,North Carolina,24.7,13.8
47005,Benton County,Tennessee,9.5,13.8
47071,Hardin County,Tennessee,15.7,13.8
47037,Davidson County,Tennessee,8.6,13.8
29139,Montgomery County,Missouri,3.8,13.8
28051,Holmes County,Mississippi,17.5,13.8
37013,Beaufort County,North Carolina,8.1,13.8
32013,Humboldt County,Nevada,7.7,13.8
29067,Douglas County,Missouri,5,13.8
05011,Bradley County,Arkansas,10.2,13.8
01071,Jackson County,Alabama,12.6,13.8
56025,Natrona County,Wyoming,6,13.9
46015,Brule County,South Dakota,6.6,13.9
49017,Garfield County,Utah,4.5,13.9
37127,Nash County,North Carolina,17.5,13.9
47033,Crockett County,Tennessee,11.2,13.9
29155,Pemiscot County,Missouri,14.8,13.9
29131,Miller County,Missouri,4.2,13.9
37093,Hoke County,North Carolina,15.2,13.9
28021,Claiborne County,Mississippi,24.2,13.9
20077,Harper County,Kansas,7.3,13.9
16049,Idaho County,Idaho,6.4,13.9
01103,Morgan County,Alabama,9,13.9
12091,Okaloosa County,Florida,8.3,13.9
05113,Polk County,Arkansas,9,13.9
47027,Clay County,Tennessee,7.8,14
40103,Noble County,Oklahoma,15.2,14
28071,Lafayette County,Mississippi,8.1,14
37161,Rutherford County,North Carolina,9.5,14
35023,Hidalgo County,New Mexico,7.2,14
29143,New Madrid County,Missouri,14.8,14
37001,Alamance County,North Carolina,10.9,14
37107,Lenoir County,North Carolina,8.7,14
28087,Lowndes County,Mississippi,11.4,14
28081,Lee County,Mississippi,10.3,14
13217,Newton County,Georgia,13.1,14
13023,Bleckley County,Georgia,5.2,14
02170,Matanuska-Susitna Borough,Alaska,7,14
45025,Chesterfield County,South Carolina,15.6,14.1
51683,Manassas City,Virginia,9.3,14.1
45013,Beaufort County,South Carolina,6.2,14.1
49037,San Juan County,Utah,14.5,14.1
47087,Jackson County,Tennessee,8,14.1
45071,Newberry County,South Carolina,11.6,14.1
28105,Oktibbeha County,Mississippi,9.6,14.1
20083,Hodgeman County,Kansas,10,14.1
12063,Jackson County,Florida,13.2,14.1
13033,Burke County,Georgia,14.1,14.1
45009,Bamberg County,South Carolina,11.3,14.2
37157,Rockingham County,North Carolina,13,14.2
29161,Phelps County,Missouri,6.7,14.2
39169,Wayne County,Ohio,6.4,14.2
29209,Stone County,Missouri,6.5,14.2
28083,Leflore County,Mississippi,12.7,14.2
13089,Dekalb County,Georgia,10.8,14.2
13051,Chatham County,Georgia,9.2,14.2
05149,Yell County,Arkansas,7.7,14.2
04015,Mohave County,Arizona,7.8,14.2
08037,Eagle County,Colorado,3.6,14.2
37199,Yancey County,North Carolina,12.1,14.3
53047,Okanogan County,Washington,8.8,14.3
45073,Oconee County,South Carolina,8.3,14.3
38095,Towner County,North Dakota,5,14.3
45059,Laurens County,South Carolina,14.5,14.3
37181,Vance County,North Carolina,15.6,14.3
30015,Chouteau County,Montana,10.7,14.3
29137,Monroe County,Missouri,8.6,14.3
29065,Dent County,Missouri,9,14.3
38079,Rolette County,North Dakota,23.3,14.3
12103,Pinellas County,Florida,6.9,14.3
12033,Escambia County,Florida,11.1,14.3
04005,Coconino County,Arizona,4.8,14.3
02122,Kenai Peninsula Borough,Alaska,7.1,14.3
05097,Montgomery County,Arkansas,6.2,14.3
13099,Early County,Georgia,6.7,14.3
51036,Charles City County,Virginia,10,14.4
56041,Uinta County,Wyoming,7.2,14.4
47095,Lake County,Tennessee,11.9,14.4
40083,Logan County,Oklahoma,10.8,14.4
49027,Millard County,Utah,10.9,14.4
32003,Clark County,Nevada,9.7,14.4
28047,Harrison County,Mississippi,9.4,14.4
28137,Tate County,Mississippi,12.6,14.4
12101,Pasco County,Florida,7.9,14.4
20163,Rooks County,Kansas,5.8,14.4
47101,Lewis County,Tennessee,25,14.5
37159,Rowan County,North Carolina,9.6,14.5
37111,Mcdowell County,North Carolina,10.5,14.5
40113,Osage County,Oklahoma,10,14.5
28151,Washington County,Mississippi,15,14.5
28011,Bolivar County,Mississippi,18.4,14.5
29133,Mississippi County,Missouri,13.5,14.5
29225,Webster County,Missouri,19,14.5
28143,Tunica County,Mississippi,13.4,14.5
28133,Sunflower County,Mississippi,14.7,14.5
37017,Bladen County,North Carolina,13.7,14.5
28095,Monroe County,Mississippi,10.3,14.5
01021,Chilton County,Alabama,10.5,14.5
08105,Rio Grande County,Colorado,8.2,14.5
13211,Morgan County,Georgia,15.9,14.5
46031,Corson County,South Dakota,16.2,14.6
37197,Yadkin County,North Carolina,13.9,14.6
45029,Colleton County,South Carolina,14.5,14.6
29023,Butler County,Missouri,7.5,14.6
29221,Washington County,Missouri,12.7,14.6
29093,Iron County,Missouri,8.7,14.6
29205,Shelby County,Missouri,6.6,14.6
28073,Lamar County,Mississippi,10.2,14.6
28049,Hinds County,Mississippi,12.1,14.6
37023,Burke County,North Carolina,7.4,14.6
12023,Columbia County,Florida,11.6,14.6
28015,Carroll County,Mississippi,11.9,14.6
13189,Mcduffie County,Georgia,12.7,14.6
12069,Lake County,Florida,10.9,14.6
01095,Marshall County,Alabama,13.8,14.6
13173,Lanier County,Georgia,13,14.6
13171,Lamar County,Georgia,9.3,14.6
13097,Douglas County,Georgia,12.6,14.6
02130,Ketchikan Gateway Borough,Alaska,7.4,14.6
56005,Campbell County,Wyoming,6.3,14.7
46005,Beadle County,South Dakota,10.6,14.7
47003,Bedford County,Tennessee,10.5,14.7
28025,Clay County,Mississippi,17.1,14.7
28093,Marshall County,Mississippi,12.7,14.7
47175,Van Buren County,Tennessee,5.2,14.7
48271,Kinney County,Texas,6,14.7
29085,Hickory County,Missouri,6.8,14.7
28109,Pearl River County,Mississippi,11.9,14.7
28113,Pike County,Mississippi,13.8,14.7
29091,Howell County,Missouri,9.9,14.7
28035,Forrest County,Mississippi,11.2,14.7
28163,Yazoo County,Mississippi,12.3,14.7
29149,Oregon County,Missouri,14.8,14.7
28039,George County,Mississippi,10.2,14.7
28003,Alcorn County,Mississippi,9.6,14.7
28019,Choctaw County,Mississippi,13.9,14.7
20185,Stafford County,Kansas,9.2,14.7
29185,St. Clair County,Missouri,3.8,14.7
30059,Meagher County,Montana,7.1,14.7
48187,Guadalupe County,Texas,7.1,14.8
56033,Sheridan County,Wyoming,6.1,14.8
48091,Comal County,Texas,6.8,14.8
40151,Woods County,Oklahoma,7.6,14.8
47057,Grainger County,Tennessee,7.2,14.8
35013,Doña Ana County,New Mexico,6.5,14.8
29129,Mercer County,Missouri,7.1,14.8
37191,Wayne County,North Carolina,15.4,14.8
37137,Pamlico County,North Carolina,6.8,14.8
29211,Sullivan County,Missouri,8.4,14.8
28043,Grenada County,Mississippi,11.8,14.8
28135,Tallahatchie County,Mississippi,13.9,14.8
28085,Lincoln County,Mississippi,14.2,14.8
29029,Camden County,Missouri,5.5,14.8
13303,Washington County,Georgia,18.6,14.8
08109,Saguache County,Colorado,6.2,14.8
13295,Walker County,Georgia,12,14.8
16031,Cassia County,Idaho,8.4,14.8
12115,Sarasota County,Florida,5.5,14.8
08053,Hinsdale County,Colorado,6.1,14.8
01059,Franklin County,Alabama,7.5,14.8
02158,Kusilvak Census Area,Alaska,6.8,14.8
49013,Duchesne County,Utah,8.2,14.9
47063,Hamblen County,Tennessee,10,14.9
40055,Greer County,Oklahoma,7.5,14.9
37047,Columbus County,North Carolina,12,14.9
28077,Lawrence County,Mississippi,13,14.9
35005,Chaves County,New Mexico,7.3,14.9
29039,Cedar County,Missouri,3.5,14.9
35045,San Juan County,New Mexico,9.5,14.9
28063,Jefferson County,Mississippi,13.3,14.9
29013,Bates County,Missouri,8,14.9
29111,Lewis County,Missouri,14.6,14.9
20071,Greeley County,Kansas,3.8,14.9
29217,Vernon County,Missouri,6.9,14.9
02220,Sitka City and Borough,Alaska,6,14.9
13297,Walton County,Georgia,9.9,14.9
01079,Lawrence County,Alabama,9.1,14.9
02063,Chugach Census Area,Alaska,No Data,14.9
48453,Travis County,Texas,5.7,15
46037,Day County,South Dakota,6.2,15
45027,Clarendon County,South Carolina,12.5,15
47173,Union County,Tennessee,8.8,15
40131,Rogers County,Oklahoma,8.9,15
29145,Newton County,Missouri,11.1,15
28159,Winston County,Mississippi,17.5,15
29011,Barton County,Missouri,4.7,15
29045,Clark County,Missouri,7.9,15
12011,Broward County,Florida,7.3,15
30075,Powder River County,Montana,7.3,15
12095,Orange County,Florida,8.4,15
47135,Perry County,Tennessee,15.2,15.1
35041,Roosevelt County,New Mexico,4.9,15.1
40053,Grant County,Oklahoma,8.3,15.1
37171,Surry County,North Carolina,9.9,15.1
40031,Comanche County,Oklahoma,12.3,15.1
20023,Cheyenne County,Kansas,7,15.1
13157,Jackson County,Georgia,8,15.1
29181,Ripley County,Missouri,7.8,15.1
28029,Copiah County,Mississippi,18.7,15.1
29015,Benton County,Missouri,13.4,15.1
29035,Carter County,Missouri,4.5,15.1
13091,Dodge County,Georgia,14.4,15.1
12047,Hamilton County,Florida,10.5,15.1
28119,Quitman County,Mississippi,8.4,15.1
16013,Blaine County,Idaho,6.6,15.1
48359,Oldham County,Texas,6.5,15.2
51685,Manassas Park City,Virginia,14.5,15.2
29159,Pettis County,Missouri,7.8,15.2
35029,Luna County,New Mexico,9.6,15.2
29055,Crawford County,Missouri,7,15.2
48099,Coryell County,Texas,8.2,15.2
08065,Lake County,Colorado,5,15.2
13201,Miller County,Georgia,8,15.2
13321,Worth County,Georgia,14.5,15.2
20047,Edwards County,Kansas,13.9,15.2
12123,Taylor County,Florida,11.2,15.2
13249,Schley County,Georgia,19.2,15.2
53077,Yakima County,Washington,8.8,15.3
28117,Prentiss County,Mississippi,12.6,15.3
49047,Uintah County,Utah,11.4,15.3
