County_FIPS,County,State,Asian-2022-obesity%
9003,Hartford County,Connecticut,6.28
32031,Washoe County,Nevada,6.29
12001,Alachua County,Florida,6.3
10003,New Castle County,Delaware,6.31
55073,Marathon County,Wisconsin,6.32
24021,Frederick County,Maryland,6.34
36087,Rockland County,New York,6.35
19103,Johnson County,Iowa,6.4
42027,Centre County,Pennsylvania,6.41
51510,Alexandria City,Virginia,6.44
37025,Cabarrus County,North Carolina,6.46
51199,York County,Virginia,6.47
53067,Thurston County,Washington,6.55
51121,Montgomery County,Virginia,6.55
2195,Petersburg Borough,Alaska,6.55
13089,Dekalb County,Georgia,6.56
34013,Essex County,New Jersey,6.58
24005,Baltimore County,Maryland,6.58
6099,Stanislaus County,California,6.58
55025,Dane County,Wisconsin,6.59
41003,Benton County,Oregon,6.62
26065,Ingham County,Michigan,6.63
37119,Mecklenburg County,North Carolina,6.7
27109,Olmsted County,Minnesota,6.71
42045,Delaware County,Pennsylvania,6.72
17197,Will County,Illinois,6.74
6053,Monterey County,California,6.81
36119,Westchester County,New York,6.86
42043,Dauphin County,Pennsylvania,6.88
8005,Arapahoe County,Colorado,6.88
18105,Monroe County,Indiana,6.89
27139,Scott County,Minnesota,6.92
27105,Nobles County,Minnesota,7.07
2063,Chugach Census Area,Alaska,7.07
6041,Marin County,California,7.1
51683,Manassas City,Virginia,7.18
42029,Chester County,Pennsylvania,7.2
48113,Dallas County,Texas,7.24
18057,Hamilton County,Indiana,7.25
15005,Kalawao County,Hawaii,7.32
39165,Warren County,Ohio,7.33
2110,Juneau City and Borough,Alaska,7.33
51540,Charlottesville City,Virginia,7.41
36001,Albany County,New York,7.44
35028,Los Alamos County,New Mexico,7.45
48039,Brazoria County,Texas,7.52
48201,Harris County,Texas,7.52
8014,Broomfield County,Colorado,7.56
53053,Pierce County,Washington,7.64
27053,Hennepin County,Minnesota,7.69
27163,Washington County,Minnesota,7.75
6065,Riverside County,California,7.8
18005,Bartholomew County,Indiana,7.83
51810,Virginia Beach City,Virginia,7.84
19169,Story County,Iowa,7.88
19101,Jefferson County,Iowa,7.92
6047,Merced County,California,7.98
34001,Atlantic County,New Jersey,8.06
13121,Fulton County,Georgia,8.12
37135,Orange County,North Carolina,8.17
6111,Ventura County,California,8.19
53075,Whitman County,Washington,8.23
42101,Philadelphia County,Pennsylvania,8.25
41051,Multnomah County,Oregon,8.28
17031,Cook County,Illinois,8.28
18157,Tippecanoe County,Indiana,8.32
6115,Yuba County,California,8.35
48453,Travis County,Texas,8.36
2220,Sitka City and Borough,Alaska,8.41
42091,Montgomery County,Pennsylvania,8.6
2130,Ketchikan Gateway Borough,Alaska,8.62
26125,Oakland County,Michigan,8.63
37183,Wake County,North Carolina,8.89
6071,San Bernardino County,California,8.9
39041,Delaware County,Ohio,8.97
2282,Yakutat City and Borough,Alaska,9
17097,Lake County,Illinois,9.3
6055,Napa County,California,9.39
26161,Washtenaw County,Michigan,9.42
25025,Suffolk County,Massachusetts,9.71
6061,Placer County,California,9.75
51610,Falls Church City,Virginia,9.89
51087,Henrico County,Virginia,10.08
36109,Tompkins County,New York,10.2
2020,Anchorage Municipality,Alaska,10.3
48491,Williamson County,Texas,10.33
19021,Buena Vista County,Iowa,10.67
51153,Prince William County,Virginia,10.74
17019,Champaign County,Illinois,10.99
48121,Denton County,Texas,11.19
32003,Clark County,Nevada,11.24
51013,Arlington County,Virginia,11.27
34027,Morris County,New Jersey,11.59
51685,Manassas Park City,Virginia,11.64
46005,Beadle County,South Dakota,11.76
6019,Fresno County,California,11.91
41067,Washington County,Oregon,12.74
36059,Nassau County,New York,12.92
25021,Norfolk County,Massachusetts,13.04
34021,Mercer County,New Jersey,13.05
6073,San Diego County,California,13.14
36047,Kings County,New York,13.19
36061,New York County,New York,13.33
17043,Dupage County,Illinois,13.54
36085,Richmond County,New York,13.75
13135,Gwinnett County,Georgia,13.82
53061,Snohomish County,Washington,14.25
25017,Middlesex County,Massachusetts,14.34
6037,Los Angeles County,California,15.79
27123,Ramsey County,Minnesota,15.88
6113,Yolo County,California,16.04
24031,Montgomery County,Maryland,16.2
34017,Hudson County,New Jersey,17.01
6095,Solano County,California,17.4
34003,Bergen County,New Jersey,17.58
6101,Sutter County,California,18.21
6067,Sacramento County,California,18.26
48085,Collin County,Texas,18.7
6077,San Joaquin County,California,19.5
13117,Forsyth County,Georgia,19.93
51600,Fairfax City,Virginia,20.06
15001,Hawaii County,Hawaii,20.21
6013,Contra Costa County,California,20.24
24027,Howard County,Maryland,20.53
34035,Somerset County,New Jersey,20.67
51059,Fairfax County,Virginia,20.91
53033,King County,Washington,21.68
48157,Fort Bend County,Texas,22.14
51107,Loudoun County,Virginia,22.63
6059,Orange County,California,23.31
2150,Kodiak Island Borough,Alaska,24.27
34023,Middlesex County,New Jersey,26.07
36081,Queens County,New York,27.91
15009,Maui County,Hawaii,28.57
15007,Kauai County,Hawaii,30.09
6081,San Mateo County,California,32.85
6001,Alameda County,California,34.47
6075,San Francisco County,California,37.27
2016,Aleutians West Census Area,Alaska,38.58
6085,Santa Clara County,California,41.43
15003,Honolulu County,Hawaii,42.58
2013,Aleutians East Borough,Alaska,46.38
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.,,,
