County_FIPS,County,State,obesity-2021-Percentage,White-2022-obesity%
45029,Colleton County,South Carolina,31.7,57.57
48431,Sterling County,Texas,17.6,57.59
13319,Wilkinson County,Georgia,19.9,57.63
48295,Lipscomb County,Texas,17.6,57.64
45037,Edgefield County,South Carolina,30,57.67
28161,Yalobusha County,Mississippi,28.6,57.67
39035,Cuyahoga County,Ohio,32.5,57.72
40141,Tillman County,Oklahoma,21.2,57.76
48173,Glasscock County,Texas,17.3,57.82
20189,Stevens County,Kansas,30.9,57.89
13101,Echols County,Georgia,17.7,57.92
40023,Choctaw County,Oklahoma,23.1,57.93
10001,Kent County,Delaware,39.9,57.96
20075,Hamilton County,Kansas,19.6,57.98
48175,Goliad County,Texas,17.2,58.01
13199,Meriwether County,Georgia,26.7,58.09
51041,Chesterfield County,Virginia,34.6,58.14
48423,Smith County,Texas,34.3,58.17
22045,Iberia Parish,Louisiana,36.7,58.22
37183,Wake County,North Carolina,29.7,58.27
16053,Jerome County,Idaho,33.7,58.32
44007,Providence County,Rhode Island,31.8,58.39
13107,Emanuel County,Georgia,29.3,58.41
51111,Lunenburg County,Virginia,26.2,58.42
17097,Lake County,Illinois,26.7,58.44
48347,Nacogdoches County,Texas,32.1,58.45
28005,Amite County,Mississippi,28.4,58.48
37173,Swain County,North Carolina,19.3,58.49
13139,Hall County,Georgia,33,58.53
13269,Taylor County,Georgia,21.7,58.55
9003,Hartford County,Connecticut,31.6,58.6
37025,Cabarrus County,North Carolina,27.6,58.73
40107,Okfuskee County,Oklahoma,20,58.79
5073,Lafayette County,Arkansas,19.5,58.81
13197,Marion County,Georgia,16.2,58.83
45023,Chester County,South Carolina,34.3,58.85
45025,Chesterfield County,South Carolina,37.1,58.88
22087,St. Bernard Parish,Louisiana,32.5,58.88
48005,Angelina County,Texas,40.4,58.91
37047,Columbus County,North Carolina,32.2,58.93
5027,Columbia County,Arkansas,30.5,59.04
13279,Toombs County,Georgia,32.4,59.07
45047,Greenwood County,South Carolina,37.5,59.1
45081,Saluda County,South Carolina,33.1,59.15
48185,Grimes County,Texas,22.9,59.16
6027,Inyo County,California,17,59.22
41045,Malheur County,Oregon,30.5,59.25
32021,Mineral County,Nevada,21.3,59.25
37085,Harnett County,North Carolina,40.5,59.26
48073,Cherokee County,Texas,27.6,59.3
40143,Tulsa County,Oklahoma,33.2,59.3
40089,Mccurtain County,Oklahoma,37.8,59.34
48399,Runnels County,Texas,17.3,59.35
27123,Ramsey County,Minnesota,31.6,59.39
35027,Lincoln County,New Mexico,24.3,59.43
8109,Saguache County,Colorado,19.4,59.43
42077,Lehigh County,Pennsylvania,31.7,59.45
47097,Lauderdale County,Tennessee,27.6,59.46
36071,Orange County,New York,31.6,59.49
48327,Menard County,Texas,17.8,59.5
40035,Craig County,Oklahoma,23.6,59.54
13315,Wilcox County,Georgia,21.6,59.64
28101,Newton County,Mississippi,33.9,59.64
25013,Hampden County,Massachusetts,34.4,59.72
9001,Fairfield County,Connecticut,22.9,59.76
12001,Alachua County,Florida,No Data,59.78
22031,De Soto Parish,Louisiana,28.2,59.78
28031,Covington County,Mississippi,31.8,59.81
51810,Virginia Beach City,Virginia,30.2,59.87
51013,Arlington County,Virginia,20.1,59.87
51159,Richmond County,Virginia,29.8,59.89
17197,Will County,Illinois,32.8,59.95
48015,Austin County,Texas,25.6,59.96
9009,New Haven County,Connecticut,31.7,59.96
51083,Halifax County,Virginia,36.1,59.99
39049,Franklin County,Ohio,33.6,60
37001,Alamance County,North Carolina,32.1,60.04
51001,Accomack County,Virginia,33.2,60.06
13049,Charlton County,Georgia,31,60.06
37095,Hyde County,North Carolina,18.2,60.12
48179,Gray County,Texas,17.7,60.12
1125,Tuscaloosa County,Alabama,39.9,60.14
48419,Shelby County,Texas,18.9,60.21
32031,Washoe County,Nevada,25.8,60.22
13043,Candler County,Georgia,18.9,60.24
16077,Power County,Idaho,25.5,60.29
2220,Sitka City and Borough,Alaska,27.8,60.32
47125,Montgomery County,Tennessee,37.4,60.36
17163,St. Clair County,Illinois,41.1,60.36
24045,Wicomico County,Maryland,36.5,60.44
40077,Latimer County,Oklahoma,25.3,60.48
1053,Escambia County,Alabama,29.2,60.49
5139,Union County,Arkansas,33.5,60.5
22083,Richland Parish,Louisiana,22.4,60.52
28009,Benton County,Mississippi,24.2,60.52
22079,Rapides Parish,Louisiana,36.1,60.56
40063,Hughes County,Oklahoma,21.9,60.63
45071,Newberry County,South Carolina,35.5,60.64
6097,Sonoma County,California,23.7,60.64
13133,Greene County,Georgia,23.5,60.69
48339,Montgomery County,Texas,29.2,60.7
8065,Lake County,Colorado,17.2,60.71
37033,Caswell County,North Carolina,21.8,60.75
16067,Minidoka County,Idaho,35.1,60.78
41031,Jefferson County,Oregon,24.5,60.79
22077,Pointe Coupee Parish,Louisiana,23,60.79
51117,Mecklenburg County,Virginia,30.7,60.82
53017,Douglas County,Washington,28.5,60.85
40135,Sequoyah County,Oklahoma,33.4,60.85
48225,Houston County,Texas,20.8,60.93
51147,Prince Edward County,Virginia,22.9,61.1
40065,Jackson County,Oklahoma,28.2,61.14
13167,Johnson County,Georgia,25.5,61.17
28127,Simpson County,Mississippi,25.2,61.2
40111,Okmulgee County,Oklahoma,37,61.21
6015,Del Norte County,California,18.9,61.31
48441,Taylor County,Texas,30.3,61.32
13235,Pulaski County,Georgia,28.8,61.32
48101,Cottle County,Texas,17.5,61.36
12065,Jefferson County,Florida,No Data,61.41
13253,Seminole County,Georgia,18.4,61.43
29095,Jackson County,Missouri,35.2,61.44
37041,Chowan County,North Carolina,21.5,61.47
51175,Southampton County,Virginia,25.1,61.5
48243,Jeff Davis County,Texas,17.6,61.53
22119,Webster Parish,Louisiana,30,61.57
20093,Kearny County,Kansas,28.7,61.58
48331,Milam County,Texas,21.4,61.6
48071,Chambers County,Texas,24.2,61.65
37069,Franklin County,North Carolina,22.9,61.67
12093,Okeechobee County,Florida,No Data,61.67
48037,Bowie County,Texas,20.2,61.71
48203,Harrison County,Texas,20.5,61.77
12021,Collier County,Florida,No Data,61.78
4007,Gila County,Arizona,32.5,61.78
24019,Dorchester County,Maryland,38.1,61.81
48211,Hemphill County,Texas,17.4,61.83
22075,Plaquemines Parish,Louisiana,22.7,61.83
42089,Monroe County,Pennsylvania,26,61.84
36087,Rockland County,New York,24,61.97
51680,Lynchburg City,Virginia,28.1,61.98
22105,Tangipahoa Parish,Louisiana,39.4,61.99
48411,San Saba County,Texas,18.1,62
51029,Buckingham County,Virginia,31.6,62.01
35051,Sierra County,New Mexico,24.5,62.01
2130,Ketchikan Gateway Borough,Alaska,34.9,62.09
32009,Esmeralda County,Nevada,17.2,62.1
6003,Alpine County,California,17.5,62.1
42043,Dauphin County,Pennsylvania,33.5,62.14
41067,Washington County,Oregon,30.9,62.15
13075,Cook County,Georgia,20.5,62.19
13299,Ware County,Georgia,30.7,62.19
6045,Mendocino County,California,23.2,62.2
45035,Dorchester County,South Carolina,38.7,62.26
48401,Rusk County,Texas,22.1,62.26
45015,Berkeley County,South Carolina,39.5,62.33
28047,Harrison County,Mississippi,32.8,62.33
1121,Talladega County,Alabama,34.6,62.35
51033,Caroline County,Virginia,31.7,62.39
19047,Crawford County,Iowa,34.1,62.43
37103,Jones County,North Carolina,18.5,62.45
8055,Huerfano County,Colorado,16.9,62.62
48343,Morris County,Texas,17.5,62.66
40133,Seminole County,Oklahoma,31.3,62.66
41047,Marion County,Oregon,37.1,62.67
40115,Ottawa County,Oklahoma,31,62.69
13031,Bulloch County,Georgia,32.6,62.72
40041,Delaware County,Oklahoma,33.3,62.73
5061,Howard County,Arkansas,23.1,62.77
51053,Dinwiddie County,Virginia,35.7,62.79
28037,Franklin County,Mississippi,26.6,62.82
48477,Washington County,Texas,22.3,62.83
2275,Wrangell City and Borough,Alaska,25.6,62.85
48287,Lee County,Texas,20,62.86
31079,Hall County,Nebraska,38.2,62.86
13223,Paulding County,Georgia,33.8,62.92
51177,Spotsylvania County,Virginia,32.7,62.93
40123,Pontotoc County,Oklahoma,33.2,62.93
40097,Mayes County,Oklahoma,31.7,62.95
40113,Osage County,Oklahoma,30.6,62.96
28015,Carroll County,Mississippi,24.6,62.96
2110,Juneau City and Borough,Alaska,28.4,62.98
17093,Kendall County,Illinois,25.4,63.01
53053,Pierce County,Washington,33.2,63.03
5099,Nevada County,Arkansas,22,63.07
28023,Clarke County,Mississippi,34.3,63.11
48485,Wichita County,Texas,31.8,63.13
28081,Lee County,Mississippi,34.6,63.16
5079,Lincoln County,Arkansas,24.3,63.16
46023,Charles Mix County,South Dakota,22.6,63.17
48307,Mcculloch County,Texas,17.7,63.19
40029,Coal County,Oklahoma,21.3,63.26
13105,Elbert County,Georgia,20.6,63.28
40095,Marshall County,Oklahoma,24.9,63.35
8123,Weld County,Colorado,30.5,63.36
37123,Montgomery County,North Carolina,23.1,63.38
41027,Hood River County,Oregon,20.1,63.41
17003,Alexander County,Illinois,18.9,63.46
53047,Okanogan County,Washington,28,63.48
13283,Treutlen County,Georgia,25.4,63.53
28077,Lawrence County,Mississippi,31.9,63.57
12033,Escambia County,Florida,No Data,63.57
13127,Glynn County,Georgia,32.6,63.58
17153,Pulaski County,Illinois,18,63.59
1089,Madison County,Alabama,37.3,63.61
48207,Haskell County,Texas,18.4,63.65
41059,Umatilla County,Oregon,36.4,63.65
42045,Delaware County,Pennsylvania,29.3,63.66
51660,Harrisonburg City,Virginia,22.1,63.68
37101,Johnston County,North Carolina,36.7,63.68
16063,Lincoln County,Idaho,19.3,63.69
32013,Humboldt County,Nevada,28.8,63.71
13091,Dodge County,Georgia,26.7,63.71
48205,Hartley County,Texas,18,63.77
32027,Pershing County,Nevada,20.4,63.77
48151,Fisher County,Texas,17.2,63.8
24003,Anne Arundel County,Maryland,33.1,63.8
28013,Calhoun County,Mississippi,28.3,63.84
12087,Monroe County,Florida,No Data,63.91
48397,Rockwall County,Texas,22.5,63.92
13191,Mcintosh County,Georgia,21.1,63.92
13117,Forsyth County,Georgia,24.5,63.94
51193,Westmoreland County,Virginia,29.1,63.96
2066,Copper River Census Area,Alaska,17.1,63.96
39061,Hamilton County,Ohio,32.4,63.98
51840,Winchester City,Virginia,21.8,64.02
22055,Lafayette Parish,Louisiana,34.1,64.03
48051,Burleson County,Texas,19.6,64.06
37073,Gates County,North Carolina,19.1,64.13
17043,Dupage County,Illinois,26.9,64.16
6035,Lassen County,California,17.6,64.16
12071,Lee County,Florida,No Data,64.17
13065,Clinch County,Georgia,22.2,64.21
13013,Barrow County,Georgia,36.6,64.24
21111,Jefferson County,Kentucky,36.6,64.25
29189,St. Louis County,Missouri,30.8,64.26
28067,Jones County,Mississippi,39.2,64.26
48091,Comal County,Texas,26.1,64.27
22015,Bossier Parish,Louisiana,34.6,64.28
53061,Snohomish County,Washington,32.3,64.29
13209,Montgomery County,Georgia,25.5,64.3
34005,Burlington County,New Jersey,30.9,64.31
40105,Nowata County,Oklahoma,24,64.33
12055,Highlands County,Florida,No Data,64.34
36103,Suffolk County,New York,28.4,64.36
51049,Cumberland County,Virginia,27,64.4
45087,Union County,South Carolina,33.2,64.41
6103,Tehama County,California,23,64.42
48385,Real County,Texas,17.3,64.47
28137,Tate County,Mississippi,38,64.51
13073,Columbia County,Georgia,33.2,64.57
22099,St. Martin Parish,Louisiana,35.1,64.58
22117,Washington Parish,Louisiana,40.7,64.6
32510,Carson City,Nevada,31.1,64.69
20081,Haskell County,Kansas,27.1,64.74
22089,St. Charles Parish,Louisiana,31.8,64.76
48197,Hardeman County,Texas,18.8,64.79
48045,Briscoe County,Texas,17.3,64.85
22009,Avoyelles Parish,Louisiana,32.3,64.86
21047,Christian County,Kentucky,33.2,64.88
17019,Champaign County,Illinois,21.8,64.96
2195,Petersburg Borough,Alaska,22,64.97
48007,Aransas County,Texas,24.1,64.98
28091,Marion County,Mississippi,35.8,64.99
22127,Winn Parish,Louisiana,17.4,65
1069,Houston County,Alabama,35.3,65.05
13035,Butts County,Georgia,21.2,65.07
45003,Aiken County,South Carolina,35.5,65.14
6051,Mono County,California,17.4,65.2
32007,Elko County,Nevada,32.6,65.28
17201,Winnebago County,Illinois,40.1,65.37
13173,Lanier County,Georgia,24.4,65.41
30047,Lake County,Montana,31.9,65.46
37145,Person County,North Carolina,24.6,65.48
1129,Washington County,Alabama,27.9,65.48
37133,Onslow County,North Carolina,32.2,65.51
37049,Craven County,North Carolina,29,65.51
12063,Jackson County,Florida,No Data,65.52
22041,Franklin Parish,Louisiana,25.5,65.59
12069,Lake County,Florida,No Data,65.64
22005,Ascension Parish,Louisiana,32,65.69
22007,Assumption Parish,Louisiana,28.5,65.76
6033,Lake County,California,24.4,65.79
13237,Putnam County,Georgia,24.9,65.8
48251,Johnson County,Texas,31.3,65.82
5043,Drew County,Arkansas,26.9,65.83
48161,Freestone County,Texas,17.3,65.84
8045,Garfield County,Colorado,21.6,65.96
22039,Evangeline Parish,Louisiana,26,65.97
13201,Miller County,Georgia,21.1,66.02
22109,Terrebonne Parish,Louisiana,39.6,66.05
19127,Marshall County,Iowa,34.5,66.08
40039,Custer County,Oklahoma,41,66.1
22025,Catahoula Parish,Louisiana,22.5,66.13
37013,Beaufort County,North Carolina,34.8,66.19
51570,Colonial Heights City,Virginia,28.5,66.22
28095,Monroe County,Mississippi,33.8,66.22
8037,Eagle County,Colorado,16.8,66.39
40091,Mcintosh County,Oklahoma,26,66.41
48125,Dickens County,Texas,16.9,66.45
40007,Beaver County,Oklahoma,20.4,66.47
20173,Sedgwick County,Kansas,37.4,66.48
2063,Chugach Census Area,Alaska,28,66.51
51540,Charlottesville City,Virginia,17.5,66.53
47149,Rutherford County,Tennessee,34.6,66.55
1037,Coosa County,Alabama,18.9,66.55
31151,Saline County,Nebraska,39.6,66.58
13293,Upson County,Georgia,21.7,66.61
16047,Gooding County,Idaho,34,66.66
51097,King And Queen County,Virginia,25.2,66.67
13321,Worth County,Georgia,22.4,66.67
40069,Johnston County,Oklahoma,22.2,66.68
45043,Georgetown County,South Carolina,35.3,66.7
45019,Charleston County,South Carolina,29.7,66.7
53007,Chelan County,Washington,28.1,66.76
45083,Spartanburg County,South Carolina,32.8,66.79
45055,Kershaw County,South Carolina,33.2,66.8
48265,Kerr County,Texas,21.2,66.83
53005,Benton County,Washington,31.8,66.85
28059,Jackson County,Mississippi,33.2,66.88
1045,Dale County,Alabama,33.4,66.88
48381,Randall County,Texas,32.1,66.89
47095,Lake County,Tennessee,16.9,66.9
28019,Choctaw County,Mississippi,23.9,66.92
48235,Irion County,Texas,17.4,66.93
48093,Comanche County,Texas,17.3,66.94
25009,Essex County,Massachusetts,28.1,66.94
8041,El Paso County,Colorado,27.4,67.03
47047,Fayette County,Tennessee,20.3,67.05
1081,Lee County,Alabama,33.3,67.06
39095,Lucas County,Ohio,38.7,67.12
6079,San Luis Obispo County,California,26.1,67.15
45045,Greenville County,South Carolina,31.4,67.16
5091,Miller County,Arkansas,25.4,67.16
12083,Marion County,Florida,No Data,67.18
13171,Lamar County,Georgia,19.6,67.2
27053,Hennepin County,Minnesota,26.6,67.23
22019,Calcasieu Parish,Louisiana,37.5,67.25
40085,Love County,Oklahoma,25.6,67.31
45059,Laurens County,South Carolina,36.1,67.32
22085,Sabine Parish,Louisiana,27.1,67.33
28085,Lincoln County,Mississippi,38,67.36
40005,Atoka County,Oklahoma,26.1,67.4
48231,Hunt County,Texas,32,67.43
41051,Multnomah County,Oregon,25.8,67.5
13177,Lee County,Georgia,27.7,67.5
24021,Frederick County,Maryland,31.9,67.55
29155,Pemiscot County,Missouri,32.7,67.56
31055,Douglas County,Nebraska,33.7,67.58
40121,Pittsburg County,Oklahoma,30.3,67.59
5131,Sebastian County,Arkansas,34.2,67.59
40019,Carter County,Oklahoma,36,67.66
20203,Wichita County,Kansas,25.6,67.78
51830,Williamsburg City,Virginia,16.1,67.79
48429,Stephens County,Texas,18.4,67.88
17143,Peoria County,Illinois,31,67.88
51199,York County,Virginia,28.6,67.89
40061,Haskell County,Oklahoma,25.5,67.95
45091,York County,South Carolina,33,67.96
5019,Clark County,Arkansas,29.5,67.97
42011,Berks County,Pennsylvania,33,67.98
13001,Appling County,Georgia,24,67.99
37071,Gaston County,North Carolina,33.5,68
48483,Wheeler County,Texas,17.1,68.03
5003,Ashley County,Arkansas,32,68.09
6007,Butte County,California,26.7,68.11
36105,Sullivan County,New York,37,68.15
13077,Coweta County,Georgia,33.2,68.2
51047,Culpeper County,Virginia,35.4,68.22
16031,Cassia County,Idaho,32.3,68.22
30041,Hill County,Montana,34.9,68.27
19193,Woodbury County,Iowa,38,68.28
2090,Fairbanks North Star Borough,Alaska,32.3,68.32
48405,San Augustine County,Texas,18.2,68.33
6061,Placer County,California,23.6,68.36
48233,Hutchinson County,Texas,17.1,68.37
5001,Arkansas County,Arkansas,32.1,68.44
34027,Morris County,New Jersey,21.4,68.45
26145,Saginaw County,Michigan,42.8,68.48
12127,Volusia County,Florida,No Data,68.5
51103,Lancaster County,Virginia,20,68.57
40013,Bryan County,Oklahoma,35.1,68.57
51037,Charlotte County,Virginia,29.5,68.58
32015,Lander County,Nevada,20,68.59
22049,Jackson Parish,Louisiana,25.1,68.63
1031,Coffee County,Alabama,36.5,68.64
36027,Dutchess County,New York,29,68.65
13045,Carroll County,Georgia,30.1,68.67
51089,Henry County,Virginia,36,68.71
45057,Lancaster County,South Carolina,31.4,68.73
40145,Wagoner County,Oklahoma,35.8,68.73
42053,Forest County,Pennsylvania,17.3,68.73
48217,Hill County,Texas,21.8,68.75
40011,Blaine County,Oklahoma,33.3,68.77
12101,Pasco County,Florida,No Data,68.77
26065,Ingham County,Michigan,32.2,68.82
37135,Orange County,North Carolina,20,68.85
37179,Union County,North Carolina,27.5,68.85
13039,Camden County,Georgia,33.2,68.85
13155,Irwin County,Georgia,21.9,68.87
49035,Salt Lake County,Utah,30,68.88
36055,Monroe County,New York,30.9,68.91
20129,Morton County,Kansas,22,68.91
17161,Rock Island County,Illinois,28.9,68.97
40027,Cleveland County,Oklahoma,31.2,69.02
39113,Montgomery County,Ohio,37.7,69.09
13181,Lincoln County,Georgia,19.5,69.1
1123,Tallapoosa County,Alabama,28.3,69.1
48259,Kendall County,Texas,20.7,69.11
13161,Jeff Davis County,Georgia,20.4,69.11
25017,Middlesex County,Massachusetts,22.4,69.14
27165,Watonwan County,Minnesota,25.4,69.16
51093,Isle Of Wight County,Virginia,29,69.24
40127,Pushmataha County,Oklahoma,21.9,69.25
12019,Clay County,Florida,No Data,69.28
13297,Walton County,Georgia,31.7,69.28
20111,Lyon County,Kansas,38.5,69.3
13023,Bleckley County,Georgia,24.9,69.32
56013,Fremont County,Wyoming,27.2,69.33
29169,Pulaski County,Missouri,37,69.36
16027,Canyon County,Idaho,36.1,69.36
21067,Fayette County,Kentucky,30.8,69.36
21075,Fulton County,Kentucky,23,69.37
26033,Chippewa County,Michigan,32.8,69.38
45013,Beaufort County,South Carolina,26.9,69.4
5143,Washington County,Arkansas,30.7,69.4
16073,Owyhee County,Idaho,23.2,69.4
51610,Falls Church City,Virginia,18.6,69.44
40079,Le Flore County,Oklahoma,38.1,69.47
26161,Washtenaw County,Michigan,27,69.49
40099,Murray County,Oklahoma,26.6,69.52
1041,Crenshaw County,Alabama,24.7,69.52
40059,Harper County,Oklahoma,19.5,69.54
5147,Woodruff County,Arkansas,22.9,69.57
22111,Union Parish,Louisiana,19.6,69.6
53071,Walla Walla County,Washington,28.4,69.65
13115,Floyd County,Georgia,35.3,69.65
17007,Boone County,Illinois,20.9,69.65
55101,Racine County,Wisconsin,34.1,69.7
6041,Marin County,California,17.2,69.71
37159,Rowan County,North Carolina,33.3,69.74
51133,Northumberland County,Virginia,23.8,69.79
17091,Kankakee County,Illinois,26.6,69.79
36001,Albany County,New York,31.2,69.81
45001,Abbeville County,South Carolina,35.8,69.86
48049,Brown County,Texas,19.3,69.89
8125,Yuma County,Colorado,27.9,69.95
28071,Lafayette County,Mississippi,29.1,69.99
12081,Manatee County,Florida,No Data,70.01
40131,Rogers County,Oklahoma,41.2,70.02
13169,Jones County,Georgia,27.2,70.05
13305,Wayne County,Georgia,27.2,70.06
48149,Fayette County,Texas,20.3,70.09
36093,Schenectady County,New York,34,70.09
48155,Foard County,Texas,18.8,70.2
1015,Calhoun County,Alabama,35.9,70.2
22115,Vernon Parish,Louisiana,36.1,70.22
31157,Scotts Bluff County,Nebraska,38,70.25
1067,Henry County,Alabama,22.1,70.34
48281,Lampasas County,Texas,19.2,70.37
35028,Los Alamos County,New Mexico,23.5,70.37
22003,Allen Parish,Louisiana,28.4,70.37
26125,Oakland County,Michigan,28.7,70.44
18141,St. Joseph County,Indiana,34.2,70.45
40125,Pottawatomie County,Oklahoma,37.9,70.46
13233,Polk County,Georgia,30.7,70.48
48315,Marion County,Texas,17.8,70.56
13029,Bryan County,Georgia,32.2,70.64
32033,White Pine County,Nevada,27.2,70.65
47065,Hamilton County,Tennessee,31.9,70.7
5007,Benton County,Arkansas,31,70.71
32001,Churchill County,Nevada,26.8,70.79
40147,Washington County,Oklahoma,31.3,70.84
12107,Putnam County,Florida,No Data,70.86
40047,Garfield County,Oklahoma,38.6,70.87
25019,Nantucket County,Massachusetts,19,70.88
40025,Cimarron County,Oklahoma,19.6,70.91
13249,Schley County,Georgia,17.8,71
46005,Beadle County,South Dakota,26.3,71.03
28041,Greene County,Mississippi,30.2,71.13
48373,Polk County,Texas,36.6,71.16
37157,Rockingham County,North Carolina,27.7,71.21
25021,Norfolk County,Massachusetts,24.6,71.22
48269,King County,Texas,17.2,71.24
48223,Hopkins County,Texas,16.8,71.25
12125,Union County,Florida,No Data,71.28
27007,Beltrami County,Minnesota,31.7,71.33
32019,Lyon County,Nevada,35.6,71.4
48407,San Jacinto County,Texas,22.3,71.43
18003,Allen County,Indiana,36.4,71.45
51099,King George County,Virginia,27.6,71.48
8083,Montezuma County,Colorado,22.2,71.48
48319,Mason County,Texas,17.6,71.52
48267,Kimble County,Texas,16.9,71.57
41065,Wasco County,Oregon,30.5,71.57
37045,Cleveland County,North Carolina,29.1,71.61
26049,Genesee County,Michigan,40.6,71.63
13005,Bacon County,Georgia,19.8,71.64
28073,Lamar County,Mississippi,35.6,71.65
40071,Kay County,Oklahoma,35.7,71.68
34033,Salem County,New Jersey,34.7,71.7
2240,Southeast Fairbanks Census Area,Alaska,31.4,71.73
5013,Calhoun County,Arkansas,23.1,71.74
45021,Cherokee County,South Carolina,30.3,71.79
12091,Okaloosa County,Florida,No Data,71.8
40017,Canadian County,Oklahoma,34.3,71.81
12023,Columbia County,Florida,No Data,71.84
53067,Thurston County,Washington,31,71.86
26097,Mackinac County,Michigan,21.9,71.87
48285,Lavaca County,Texas,17.2,71.88
17017,Cass County,Illinois,17.4,71.88
28121,Rankin County,Mississippi,33.9,71.88
12077,Liberty County,Florida,No Data,71.88
16039,Elmore County,Idaho,32,71.89
48359,Oldham County,Texas,17,71.92
40075,Kiowa County,Oklahoma,21.9,71.92
32023,Nye County,Nevada,35.1,71.92
5081,Little River County,Arkansas,26.6,71.99
26013,Baraga County,Michigan,19.5,72.04
1001,Autauga County,Alabama,31.5,72.05
6023,Humboldt County,California,29.2,72.06
48365,Panola County,Texas,18.1,72.08
48277,Lamar County,Texas,16.8,72.16
47033,Crockett County,Tennessee,21.2,72.18
12009,Brevard County,Florida,No Data,72.19
12067,Lafayette County,Florida,No Data,72.19
1051,Elmore County,Alabama,33.6,72.19
5037,Cross County,Arkansas,34.3,72.2
24037,St. Mary&#39;s County,Maryland,35.1,72.24
37037,Chatham County,North Carolina,27.7,72.27
26081,Kent County,Michigan,30.4,72.28
53019,Ferry County,Washington,27.4,72.29
45063,Lexington County,South Carolina,36.1,72.3
13079,Crawford County,Georgia,23.2,72.31
37143,Perquimans County,North Carolina,17.5,72.36
40049,Garvin County,Oklahoma,33.3,72.36
29133,Mississippi County,Missouri,31.6,72.4
51820,Waynesboro City,Virginia,18.8,72.44
53057,Skagit County,Washington,28.1,72.44
48053,Burnet County,Texas,19.8,72.44
20177,Shawnee County,Kansas,37.8,72.51
48301,Loving County,Texas,17.6,72.55
48171,Gillespie County,Texas,19.5,72.57
20047,Edwards County,Kansas,25.1,72.62
40009,Beckham County,Oklahoma,31.2,72.63
48433,Stonewall County,Texas,17.6,72.67
18039,Elkhart County,Indiana,35.5,72.75
12103,Pinellas County,Florida,No Data,72.8
40055,Greer County,Oklahoma,20.5,72.83
48143,Erath County,Texas,17.1,72.84
48345,Motley County,Texas,17.2,72.87
48081,Coke County,Texas,16.7,72.91
5031,Craighead County,Arkansas,41.5,72.91
8095,Phillips County,Colorado,24.2,72.94
13207,Monroe County,Georgia,26.8,73.03
48387,Red River County,Texas,17.3,73.06
24025,Harford County,Maryland,31.7,73.18
42095,Northampton County,Pennsylvania,27.2,73.2
40033,Cotton County,Oklahoma,23.4,73.2
16013,Blaine County,Idaho,20.4,73.2
48181,Grayson County,Texas,28.4,73.22
17037,Dekalb County,Illinois,27.2,73.25
28129,Smith County,Mississippi,34.2,73.28
17077,Jackson County,Illinois,19.8,73.28
5149,Yell County,Arkansas,27.3,73.33
51640,Galax City,Virginia,17.9,73.4
48097,Cooke County,Texas,18.2,73.4
36029,Erie County,New York,33.1,73.45
51095,James City County,Virginia,26.6,73.46
36079,Putnam County,New York,25.9,73.49
42091,Montgomery County,Pennsylvania,27.7,73.51
12053,Hernando County,Florida,No Data,73.55
35003,Catron County,New Mexico,18.4,73.56
13221,Oglethorpe County,Georgia,20,73.56
12123,Taylor County,Florida,No Data,73.62
37035,Catawba County,North Carolina,25.8,73.68
48363,Palo Pinto County,Texas,22.2,73.74
51143,Pittsylvania County,Virginia,37.9,73.75
12035,Flagler County,Florida,No Data,73.75
40073,Kingfisher County,Oklahoma,28.4,73.77
17009,Brown County,Illinois,16.9,73.81
6093,Siskiyou County,California,19.1,73.82
55059,Kenosha County,Wisconsin,33.2,73.83
25027,Worcester County,Massachusetts,30.9,73.83
18157,Tippecanoe County,Indiana,29.4,73.87
48497,Wise County,Texas,20.5,73.98
40037,Creek County,Oklahoma,36.3,73.99
1103,Morgan County,Alabama,37,74
1007,Bibb County,Alabama,26.7,74
48033,Borden County,Texas,17,74.02
24011,Caroline County,Maryland,40.4,74.04
13211,Morgan County,Georgia,24.1,74.04
31141,Platte County,Nebraska,33.8,74.07
27099,Mower County,Minnesota,30.6,74.09
9011,New London County,Connecticut,30.2,74.09
48019,Bandera County,Texas,21.1,74.11
12061,Indian River County,Florida,No Data,74.11
37137,Pamlico County,North Carolina,21.2,74.15
16011,Bingham County,Idaho,37.2,74.15
48289,Leon County,Texas,17.5,74.18
37097,Iredell County,North Carolina,30.2,74.2
2068,Denali Borough,Alaska,16.1,74.2
17115,Macon County,Illinois,25.7,74.21
12007,Bradford County,Florida,No Data,74.27
51007,Amelia County,Virginia,28.2,74.31
20119,Meade County,Kansas,27.1,74.31
38053,Mckenzie County,North Dakota,31.1,74.33
40117,Pawnee County,Oklahoma,23.6,74.41
8014,Broomfield County,Colorado,26.7,74.41
1083,Limestone County,Alabama,26.2,74.45
12121,Suwannee County,Florida,No Data,74.46
48241,Jasper County,Texas,23,74.49
34025,Monmouth County,New Jersey,24.3,74.54
13103,Effingham County,Georgia,35.9,74.57
1059,Franklin County,Alabama,19.8,74.58
53035,Kitsap County,Washington,30.7,74.59
27037,Dakota County,Minnesota,32.2,74.67
13147,Hart County,Georgia,18,74.68
12005,Bay County,Florida,No Data,74.71
47003,Bedford County,Tennessee,23.9,74.72
24043,Washington County,Maryland,37.9,74.73
26021,Berrien County,Michigan,32.3,74.74
48083,Coleman County,Texas,16.9,74.78
28115,Pontotoc County,Mississippi,32.3,74.79
51009,Amherst County,Virginia,25.6,74.85
